0,1,2,3,4
-0.16063111952549436,-1.5428032182428997,0.5458148196935766,0.2273825665058773,-2.652858344823967
0.7219034854381412,-0.6654222981294604,0.9445336090864092,1.723897318533383,1.0749337539801236
-0.07566560432583026,-0.07397286359437803,-1.1039623943425363,-0.12004208191737664,-0.6460385294916279
-0.9823035803773149,-0.05390484900573917,-1.7593886913348178,1.8545450050141552,-1.1945650500207203
0.1994239859867671,0.7547332980678092,-2.79002676676435,-1.7890509829125674,1.0510762271254355
-0.9645377949101914,-0.27981034237700614,-0.24596189871342378,1.624451185711591,-1.3668657146002265
-1.2742321190767951,0.732829081821745,1.7095870043048362,0.43022413368322154,2.1726048613772653
-0.8443240371830714,0.3503702163863384,-1.1611747760856255,0.07221612564121727,-0.3599889169478626
-1.0860545821180863,1.369701107654185,-2.3879637520641896,-2.4887323669506163,0.05242189593745605
1.1785126897984228,-0.005560293648070566,-2.460873876416128,-1.8049142582088744,0.5737643334694091
0.4486357645145273,1.4621959387176369,-0.07673257353988616,-0.22869214472001909,-1.5488157776480005
-0.21713107494620248,0.990166238959289,-0.5050802733713968,-0.37873742348240025,-1.1884376037521998
-0.25276325509618536,-1.183056184734389,1.1045589923008643,2.808332049983663,1.8991254681768568
-0.22938233185546722,-1.6167133749480143,0.4388076471122849,1.053430206587638,-0.4492284353902547
0.7441857103150346,-0.23596998721097162,1.1305390394684474,0.4342694616740985,0.6676283335946105
-1.0506233218278012,0.9235086160473687,1.0965476944309196,1.1693944790119903,1.3369299874562572
-0.8729610904537004,-0.21566763754763232,-0.6396776480143087,1.5696787603329034,-1.2102281758481856
0.66536893503283,-1.0370660735699961,0.4254310443087397,0.06461926157460773,-0.5440806713393385
0.24300472205439969,0.9500158286696456,1.7800347425610445,1.0979845506468116,0.20198048534782354
1.0581183250871502,0.6386601686431024,-1.2516624030824586,1.1017668541228072,-1.0341140806295346
-1.0916251721591026,0.20953423026279433,-0.3682011718174144,-0.45685167336680443,-1.6025152560648888
1.41418728833109,0.5873916998060122,0.8173275735383461,1.3837110338829637,0.7450660873122368
-2.390304367469438,-0.5969742867210739,0.5768802436542123,1.3430621135311895,-2.6969510328529234
1.3890243629627617,-0.22565638071225164,0.6978633408854682,1.2018120799022802,1.0101330482083153
-0.7331561971099966,0.44130715169924584,-0.5320282981422428,0.9495220093173242,-1.0839373938042725
0.09988695440921298,-0.8782632528234666,-0.8325414289938458,-1.3921898610231676,-1.9134916133635143
1.1727568452674448,-0.9046143749937661,-0.6470240214384384,0.876527962730904,-0.9934284688325037
-2.914255989816941,-0.6792306531929551,1.0067260683893453,1.1713507754734076,0.8560486752249522
1.0600897399086655,-0.19569853114690144,-0.1505777321074273,3.8411878958896293,0.42282851647290687
-1.1564158167438567,-0.5800163326536847,-0.5170848530412412,-1.7997999289002116,-1.8409710055764616
-1.0955193888455623,0.30767665340111383,0.9138889938874208,0.004381725971326578,-3.196874093251968
0.8199252526352341,0.5148835960763721,-2.1877175635965793,0.1902694197052075,1.058302118267505
1.0059245117964166,-0.40930847409572124,-0.7234755705633834,0.11367659104023775,-0.6334580981039009
-0.7121738641760437,-0.7076258948220262,-1.2491025027254143,1.040357409236744,-0.8843798245083131
-0.5293321124483711,-0.09338685889994834,-1.5265723617342744,0.40684650400043243,-0.6196994641009175
-1.0766791274710137,1.2202828964177173,-2.885272605038266,-3.41275909499925,-0.13519618585902027
1.631856899089109,0.20232879642280202,-1.3370588866572346,1.6105087396684457,-1.1774818407077563
-0.9040682897360006,0.1961314590239074,-0.8422225898860856,0.34564995047543623,-0.683296648214245
0.8347513263248821,-1.0921636327180897,-0.7197124037609649,2.3534369314466446,-1.3870679451427288
-1.5993947621943112,-0.18592448094877073,0.8866233812149786,1.732016412528294,0.41891089285946737
1.0071333364731596,-0.9733788380270346,0.6573637174915903,0.7487781053040923,-1.1101075672739436
1.719040612841821,-1.0701915628943317,1.6183640480507564,-1.2779437231678097,1.0095940317177163
-2.2168188393540644,1.2795186697601588,-1.7731158157037434,0.7111314980399737,-0.73352854535618
-0.38736196455281124,1.1395555360254692,-0.40147768297318887,-1.309756624117754,-1.958676697052748
-1.5958939685741136,-0.2627467476865041,0.6087637637143138,1.4387855856765928,0.9287210761388822
-2.230468019124459,-1.7811584144656334,-2.063973001758184,-2.242659131337946,-0.2840265056259248
-0.7893385057196743,-0.4519493719118777,1.2434612167024568,1.4681453616224998,-1.4593113016562702
0.4243939378610126,-0.7955570679408823,-1.110198519590306,0.7909875708110132,-0.910081380923468
1.0706105599791862,1.649480894323921,-0.32707570231489813,1.171630592353682,-1.15575951947373
0.6082461916849685,-0.9457460606967811,-0.07754571953055389,1.6435392136750475,-1.3820674298709543
